"employee_number","job_role","department","age","monthly_income","years_at_company","attrition","over_time","raw_score","income_pctile_in_dept","risk_tier","estimated_replacement_cost"
1085,"Research Scientist","Research & Development",41,3376,10,"No","No",10,"0.36041666666666666","Low","60768"
335,"Research Scientist","Research & Development",40,3319,9,"No","No",10,"0.35520833333333335","Low","59742"
1607,"Research Scientist","Research & Development",32,3312,3,"No","No",10,"0.3541666666666667","Low","59616"
1364,"Sales Representative","Sales",27,2534,1,"No","No",10,"0.08764044943820225","Low","45612"
772,"Laboratory Technician","Research & Development",32,5309,10,"No","No",10,"0.6083333333333333","Low","95562"
797,"Research Scientist","Research & Development",34,3280,4,"No","No",10,"0.346875","Low","59040"
23,"Manager","Sales",53,15427,25,"No","No",10,"0.9325842696629213","Low","277686"
106,"Sales Executive","Sales",55,10239,1,"No","No",10,"0.8359550561797753","Low","184302"
332,"Laboratory Technician","Research & Development",39,2232,3,"No","No",10,"0.0875","Low","40176"
1650,"Sales Executive","Sales",29,5869,5,"No","No",10,"0.5123595505617977","Low","105642"
1012,"Research Scientist","Research & Development",18,1051,0,"No","No",10,"0.0010416666666666667","Low","18918"
813,"Laboratory Technician","Research & Development",52,3149,5,"No","No",10,"0.33125","Low","56682"
1779,"Sales Executive","Sales",34,6029,2,"No","No",10,"0.5213483146067416","Low","108522"
129,"Sales Executive","Sales",28,4221,5,"No","No",10,"0.21348314606741572","Low","75978"
1192,"Laboratory Technician","Research & Development",29,3131,10,"No","No",10,"0.32916666666666666","Low","56358"
216,"Sales Representative","Sales",34,2231,4,"No","No",10,"0.0449438202247191","Low","40158"
591,"Laboratory Technician","Research & Development",42,2093,2,"No","No",10,"0.05416666666666667","Low","37674"
1578,"Manager","Sales",55,19586,36,"No","No",10,"0.9932584269662922","Low","352548"
97,"Laboratory Technician","Research & Development",36,3038,1,"No","No",10,"0.31666666666666665","Low","54684"
1955,"Healthcare Representative","Research & Development",32,6667,5,"No","No",10,"0.7114583333333333","Low","120006"
599,"Sales Executive","Sales",41,6230,14,"No","No",10,"0.5483146067415731","Low","112140"
1709,"Laboratory Technician","Research & Development",29,2974,5,"No","No",10,"0.3072916666666667","Low","53532"
936,"Sales Executive","Sales",42,6244,5,"No","No",10,"0.5528089887640449","Low","112392"
1071,"Research Scientist","Research & Development",56,2942,5,"No","No",10,"0.30104166666666665","Low","52956"
271,"Manufacturing Director","Research & Development",38,6553,1,"No","No",10,"0.7052083333333333","Low","117954"
1625,"Manager","Human Resources",47,19658,5,"No","No",10,"0.9838709677419355","Low","353844"
645,"Sales Representative","Sales",25,2096,7,"No","No",10,"0.033707865168539325","Low","37728"
144,"Laboratory Technician","Research & Development",22,2871,0,"No","No",10,"0.2833333333333333","Low","51678"
105,"Research Scientist","Research & Development",35,2859,6,"No","No",10,"0.28020833333333334","Low","51462"
495,"Research Scientist","Research & Development",29,2201,3,"No","No",10,"0.07916666666666666","Low","39618"
139,"Healthcare Representative","Research & Development",37,5163,1,"No","No",10,"0.5927083333333333","Low","92934"
2008,"Research Scientist","Research & Development",35,5098,10,"No","No",10,"0.5864583333333333","Low","91764"
523,"Sales Executive","Sales",34,6538,3,"No","No",10,"0.5842696629213483","Low","117684"
533,"Sales Executive","Sales",30,6577,5,"No","No",10,"0.5865168539325842","Low","118386"
1025,"Manufacturing Director","Research & Development",41,5003,2,"No","No",10,"0.575","Low","90054"
350,"Manufacturing Director","Research & Development",25,4898,4,"No","No",10,"0.5666666666666667","Low","88164"
783,"Sales Representative","Sales",45,6632,8,"No","No",10,"0.5955056179775281","Low","119376"
1238,"Research Scientist","Research & Development",33,2781,14,"No","No",10,"0.26145833333333335","Low","50058"
150,"Laboratory Technician","Research & Development",24,2774,5,"No","No",10,"0.259375","Low","49932"
333,"Sales Executive","Sales",32,4465,3,"No","No",10,"0.251685393258427","Low","80370"
140,"Manager","Human Resources",59,18844,3,"No","No",10,"0.9193548387096774","Low","339192"
675,"Research Scientist","Research & Development",22,2773,2,"No","No",10,"0.25833333333333336","Low","49914"
2035,"Sales Executive","Sales",34,6712,8,"No","No",10,"0.6089887640449438","Low","120816"
1823,"Sales Executive","Sales",34,6799,10,"No","No",10,"0.6179775280898876","Low","122382"
623,"Manufacturing Director","Research & Development",37,7491,6,"No","No",10,"0.7447916666666666","Low","134838"
665,"Human Resources","Human Resources",44,5985,2,"No","No",10,"0.6290322580645161","Low","107730"
566,"Human Resources","Human Resources",19,2564,1,"Yes","No",10,"0.22580645161290322","Low","46152"
710,"Research Scientist","Research & Development",29,2720,10,"No","No",10,"0.24583333333333332","Low","48960"
198,"Laboratory Technician","Research & Development",30,2720,5,"No","No",10,"0.24583333333333332","Low","48960"
138,"Research Scientist","Research & Development",34,4809,16,"No","No",10,"0.5541666666666667","Low","86562"
909,"Human Resources","Human Resources",39,5204,5,"No","No",10,"0.5967741935483871","Low","93672"
1826,"Laboratory Technician","Research & Development",35,2705,5,"No","No",10,"0.24166666666666667","Low","48690"
1940,"Research Scientist","Research & Development",38,4771,5,"No","No",10,"0.546875","Low","85878"
869,"Human Resources","Human Resources",28,4936,5,"No","No",10,"0.5645161290322581","Low","88848"
1668,"Research Scientist","Research & Development",38,4735,13,"No","No",10,"0.5416666666666666","Low","85230"
1379,"Sales Representative","Sales",31,2785,1,"Yes","No",10,"0.11910112359550562","Low","50130"
18,"Laboratory Technician","Research & Development",34,2661,2,"No","No",10,"0.22708333333333333","Low","47898"
949,"Research Scientist","Research & Development",36,4678,6,"No","No",10,"0.5354166666666667","Low","84204"
1581,"Research Scientist","Research & Development",26,2061,1,"No","No",10,"0.040625","Low","37098"
1907,"Laboratory Technician","Research & Development",56,2587,4,"Yes","No",10,"0.20729166666666668","Low","46566"
2024,"Sales Executive","Sales",36,7644,9,"No","No",10,"0.6831460674157304","Low","137592"
984,"Sales Executive","Sales",35,7823,10,"No","No",10,"0.6876404494382022","Low","140814"
985,"Sales Executive","Sales",39,7880,8,"No","No",10,"0.6921348314606741","Low","141840"
312,"Sales Executive","Sales",29,7918,11,"No","No",10,"0.6943820224719102","Low","142524"
1094,"Laboratory Technician","Research & Development",27,4621,3,"No","No",10,"0.53125","Low","83178"
1761,"Sales Executive","Sales",31,8161,1,"Yes","No",10,"0.7056179775280899","Low","146898"
341,"Manufacturing Director","Research & Development",45,6434,3,"No","No",10,"0.69375","Low","115812"
1749,"Sales Executive","Sales",31,8346,5,"No","No",10,"0.7168539325842697","Low","150228"
1124,"Manager","Sales",46,17465,12,"No","No",10,"0.9640449438202248","Low","314370"
1322,"Manufacturing Director","Research & Development",39,4534,8,"No","No",10,"0.5239583333333333","Low","81612"
551,"Healthcare Representative","Research & Development",42,4523,6,"No","No",10,"0.5229166666666667","Low","81414"
1259,"Research Scientist","Research & Development",27,2517,5,"No","No",10,"0.18541666666666667","Low","45306"
1120,"Research Scientist","Research & Development",29,2514,7,"No","No",10,"0.18229166666666666","Low","45252"
700,"Research Scientist","Research & Development",27,2045,4,"No","No",10,"0.03854166666666667","Low","36810"
1853,"Sales Executive","Sales",32,4648,0,"No","No",10,"0.2966292134831461","Low","83664"
230,"Sales Executive","Sales",38,8686,8,"No","No",10,"0.7438202247191011","Low","156348"
1689,"Healthcare Representative","Research & Development",53,7005,4,"No","No",10,"0.7322916666666667","Low","126090"
1207,"Human Resources","Human Resources",33,3600,5,"No","No",10,"0.46774193548387094","Low","64800"
631,"Sales Executive","Sales",32,4707,4,"Yes","No",10,"0.30786516853932583","Low","84726"
1177,"Laboratory Technician","Research & Development",26,4420,8,"No","No",10,"0.50625","Low","79560"
2068,"Laboratory Technician","Research & Development",34,4404,4,"No","No",10,"0.5052083333333334","Low","79272"
207,"Sales Executive","Sales",32,8998,9,"No","No",10,"0.7617977528089888","Low","161964"
1467,"Human Resources","Human Resources",34,2742,2,"Yes","No",10,"0.3064516129032258","Low","49356"
1778,"Human Resources","Human Resources",43,3539,9,"No","No",10,"0.45161290322580644","Low","63702"
227,"Research Scientist","Research & Development",41,2451,9,"No","No",10,"0.16770833333333332","Low","44118"
286,"Laboratory Technician","Research & Development",36,2153,8,"No","No",10,"0.07083333333333333","Low","38754"
1068,"Research Scientist","Research & Development",26,2007,5,"No","No",10,"0.023958333333333335","Low","36126"
1030,"Laboratory Technician","Research & Development",50,2380,1,"No","No",10,"0.14375","Low","42840"
930,"Research Scientist","Research & Development",28,2377,2,"No","No",10,"0.140625","Low","42786"
1308,"Research Scientist","Research & Development",58,2372,2,"No","No",10,"0.13645833333333332","Low","42696"
757,"Healthcare Representative","Research & Development",34,6142,5,"No","No",10,"0.6739583333333333","Low","110556"
792,"Laboratory Technician","Research & Development",26,4364,2,"No","No",10,"0.49895833333333334","Low","78552"
211,"Manufacturing Director","Research & Development",51,6132,1,"No","No",10,"0.6729166666666667","Low","110376"
481,"Sales Executive","Sales",36,9699,13,"No","No",10,"0.8","Low","174582"
2046,"Sales Executive","Sales",45,4850,5,"No","No",10,"0.3303370786516854","Low","87300"
1029,"Manager","Sales",42,18303,1,"No","No",10,"0.9775280898876404","Low","329454"
933,"Research Scientist","Research & Development",27,2318,1,"No","No",10,"0.1125","Low","41724"
1486,"Sales Representative","Sales",28,2909,3,"Yes","No",10,"0.14157303370786517","Low","52362"
154,"Sales Executive","Sales",36,9738,9,"No","No",10,"0.8112359550561797","Low","175284"
620,"Sales Executive","Sales",35,4859,5,"No","No",10,"0.3348314606741573","Low","87462"
612,"Research Director","Research & Development",33,16184,6,"No","No",10,"0.9125","Low","291312"
1520,"Manager","Research & Development",54,16032,14,"No","No",10,"0.9104166666666667","Low","288576"
468,"Research Director","Research & Development",42,15992,1,"No","No",10,"0.909375","Low","287856"
900,"Sales Representative","Sales",37,2973,5,"No","No",10,"0.14606741573033707","Low","53514"
467,"Sales Representative","Sales",47,2976,0,"No","No",10,"0.14831460674157304","Low","53568"
1424,"Research Director","Research & Development",55,14732,7,"No","No",10,"0.9020833333333333","Low","265176"
901,"Research Director","Research & Development",53,14275,12,"No","No",10,"0.8989583333333333","Low","256950"
867,"Manufacturing Director","Research & Development",52,13826,9,"No","No",10,"0.8947916666666667","Low","248868"
916,"Sales Executive","Sales",28,4908,4,"No","No",10,"0.3438202247191011","Low","88344"
102,"Research Director","Research & Development",37,13664,5,"No","No",10,"0.8885416666666667","Low","245952"
1800,"Research Director","Research & Development",39,13464,4,"No","No",10,"0.878125","Low","242352"
2015,"Research Director","Research & Development",38,13206,18,"No","No",10,"0.8697916666666666","Low","237708"
1665,"Manager","Research & Development",54,17426,10,"No","No",10,"0.9395833333333333","Low","313668"
1786,"Manager","Research & Development",51,13116,2,"No","No",10,"0.8666666666666667","Low","236088"
815,"Research Director","Research & Development",50,17639,4,"No","No",10,"0.9427083333333334","Low","317502"
1746,"Human Resources","Human Resources",24,2145,2,"No","No",10,"0.08064516129032258","Low","38610"
564,"Research Director","Research & Development",29,11935,10,"No","No",10,"0.8552083333333333","Low","214830"
1546,"Research Scientist","Research & Development",45,2132,5,"No","No",10,"0.065625","Low","38376"
1263,"Research Director","Research & Development",48,18265,1,"No","No",10,"0.9520833333333333","Low","328770"
1024,"Healthcare Representative","Research & Development",48,10999,15,"No","No",10,"0.840625","Low","197982"
1996,"Sales Representative","Sales",31,3067,2,"No","No",10,"0.1550561797752809","Low","55206"
1256,"Manager","Research & Development",49,18711,1,"No","No",10,"0.9572916666666667","Low","336798"
1397,"Healthcare Representative","Research & Development",39,10920,6,"No","No",10,"0.8364583333333333","Low","196560"
1543,"Research Scientist","Research & Development",37,4285,10,"No","No",10,"0.48854166666666665","Low","77130"
1007,"Manufacturing Director","Research & Development",46,10845,8,"No","No",10,"0.83125","Low","195210"
1013,"Manufacturing Director","Research & Development",54,10739,10,"No","No",10,"0.828125","Low","193302"
179,"Manufacturing Director","Research & Development",51,10650,4,"Yes","No",10,"0.825","Low","191700"
491,"Healthcare Representative","Research & Development",50,10496,4,"No","No",10,"0.81875","Low","188928"
1172,"Laboratory Technician","Research & Development",35,2258,8,"No","No",10,"0.09166666666666666","Low","40644"
77,"Manufacturing Director","Research & Development",37,5993,7,"No","No",10,"0.6677083333333333","Low","107874"
1941,"Research Director","Research & Development",49,19161,5,"No","No",10,"0.96875","Low","344898"
1022,"Healthcare Representative","Research & Development",48,4240,2,"No","No",10,"0.4791666666666667","Low","76320"
969,"Healthcare Representative","Research & Development",33,6949,5,"No","No",10,"0.7302083333333333","Low","125082"
587,"Healthcare Representative","Research & Development",31,9824,1,"Yes","No",10,"0.7927083333333333","Low","176832"
1966,"Manufacturing Director","Research & Development",32,9679,1,"No","No",10,"0.7895833333333333","Low","174222"
990,"Sales Executive","Sales",36,5079,7,"No","No",10,"0.3685393258426966","Low","91422"
999,"Research Director","Research & Development",41,19419,18,"No","No",10,"0.98125","Low","349542"
352,"Research Director","Research & Development",40,19436,21,"No","No",10,"0.9833333333333333","Low","349848"
1027,"Manufacturing Director","Research & Development",27,4227,3,"No","No",10,"0.47708333333333336","Low","76086"
1595,"Manager","Research & Development",42,19613,1,"No","No",10,"0.9895833333333334","Low","353034"
1881,"Laboratory Technician","Research & Development",31,4197,10,"No","No",10,"0.47291666666666665","Low","75546"
1069,"Research Director","Research & Development",46,19627,2,"No","No",10,"0.9916666666666667","Low","353286"
1590,"Healthcare Representative","Research & Development",29,8853,6,"No","No",10,"0.7760416666666666","Low","159354"
834,"Research Scientist","Research & Development",45,2274,1,"No","No",10,"0.09791666666666667","Low","40932"
1533,"Laboratory Technician","Research & Development",23,2272,4,"No","No",10,"0.096875","Low","40896"
447,"Research Director","Research & Development",47,18300,3,"No","No",0,"0.953125","Low","329400"
49,"Sales Representative","Sales",35,2014,2,"No","No",0,"0.02247191011235955","Low","36252"
42,"Sales Representative","Sales",39,2086,1,"Yes","No",0,"0.03146067415730337","Low","37548"
974,"Sales Representative","Sales",29,2157,3,"No","No",0,"0.038202247191011236","Low","38826"
996,"Laboratory Technician","Research & Development",45,2270,5,"No","No",0,"0.09583333333333334","Low","40860"
63,"Laboratory Technician","Research & Development",35,2269,1,"No","No",0,"0.09479166666666666","Low","40842"
1099,"Healthcare Representative","Research & Development",33,7119,3,"No","No",0,"0.734375","Low","128142"
1312,"Healthcare Representative","Research & Development",36,7094,7,"No","No",0,"0.7333333333333333","Low","127692"
632,"Sales Representative","Sales",24,2400,2,"No","No",0,"0.07640449438202247","Low","43200"
1492,"Sales Representative","Sales",35,2404,1,"No","No",0,"0.07865168539325842","Low","43272"
482,"Healthcare Representative","Research & Development",57,6755,3,"No","No",0,"0.7166666666666667","Low","121590"
1383,"Healthcare Representative","Research & Development",34,6687,14,"No","No",0,"0.7145833333333333","Low","120366"
749,"Sales Representative","Sales",29,2642,1,"No","No",0,"0.09662921348314607","Low","47556"
1226,"Sales Representative","Sales",20,2678,2,"No","No",0,"0.10337078651685393","Low","48204"
1822,"Healthcare Representative","Research & Development",40,6513,5,"No","No",0,"0.7","Low","117234"
41,"Laboratory Technician","Research & Development",30,2206,10,"No","No",0,"0.08020833333333334","Low","39708"
1657,"Sales Representative","Sales",20,2783,2,"No","No",0,"0.11685393258426967","Low","50094"
1135,"Sales Representative","Sales",31,2791,2,"No","No",0,"0.12359550561797752","Low","50238"
309,"Research Scientist","Research & Development",59,2177,1,"No","No",0,"0.07604166666666666","Low","39186"
2060,"Sales Representative","Sales",26,2966,4,"No","No",0,"0.14382022471910114","Low","53388"
548,"Manufacturing Director","Research & Development",30,6091,5,"No","No",0,"0.671875","Low","109638"
1970,"Healthcare Representative","Research & Development",33,5968,9,"No","No",0,"0.6645833333333333","Low","107424"
669,"Sales Representative","Sales",21,3447,3,"No","No",0,"0.1662921348314607","Low","62046"
1635,"Manufacturing Director","Research & Development",45,5770,10,"No","No",0,"0.6520833333333333","Low","103860"
1714,"Human Resources","Human Resources",24,1555,1,"Yes","No",0,"0","Low","27990"
709,"Sales Executive","Sales",38,4028,7,"No","No",0,"0.1797752808988764","Low","72504"
1965,"Sales Executive","Sales",27,4105,7,"No","No",0,"0.19101123595505617","Low","73890"
1018,"Manufacturing Director","Research & Development",26,5472,8,"No","No",0,"0.628125","Low","98496"
1812,"Sales Executive","Sales",39,4127,2,"No","No",0,"0.19550561797752808","Low","74286"
1858,"Human Resources","Human Resources",28,2706,3,"No","No",0,"0.27419354838709675","Low","48708"
1369,"Laboratory Technician","Research & Development",35,5363,9,"No","No",0,"0.6145833333333334","Low","96534"
1763,"Healthcare Representative","Research & Development",30,5294,7,"No","No",0,"0.60625","Low","95292"
270,"Manufacturing Director","Research & Development",42,5265,5,"No","No",0,"0.6052083333333333","Low","94770"
487,"Manufacturing Director","Research & Development",46,5258,1,"No","No",0,"0.6041666666666666","Low","94644"
262,"Research Scientist","Research & Development",43,2089,5,"No","No",0,"0.052083333333333336","Low","37602"
448,"Laboratory Technician","Research & Development",43,5257,9,"No","No",0,"0.603125","Low","94626"
680,"Research Scientist","Research & Development",30,2083,1,"No","No",0,"0.05","Low","37494"
116,"Laboratory Technician","Research & Development",51,2075,4,"No","No",0,"0.04791666666666667","Low","37350"
1592,"Research Scientist","Research & Development",23,2073,2,"No","No",0,"0.04583333333333333","Low","37314"
1653,"Manufacturing Director","Research & Development",25,5206,7,"No","No",0,"0.5947916666666667","Low","93708"
800,"Sales Executive","Sales",27,4342,4,"No","No",0,"0.23595505617977527","Low","78156"
1499,"Human Resources","Human Resources",30,2064,5,"No","No",0,"0.016129032258064516","Low","37152"
1309,"Laboratory Technician","Research & Development",32,4883,10,"Yes","No",0,"0.565625","Low","87894"
1757,"Sales Executive","Sales",49,4507,5,"No","No",0,"0.2606741573033708","Low","81126"
715,"Research Scientist","Research & Development",37,4680,1,"No","No",0,"0.5364583333333334","Low","84240"
975,"Sales Executive","Sales",35,4601,5,"No","No",0,"0.2853932584269663","Low","82818"
195,"Sales Executive","Sales",32,4668,8,"No","No",0,"0.30112359550561796","Low","84024"
98,"Manufacturing Director","Research & Development",31,4424,11,"No","No",0,"0.5083333333333333","Low","79632"
1836,"Sales Executive","Sales",26,4684,5,"No","No",0,"0.3056179775280899","Low","84312"
1799,"Research Scientist","Research & Development",28,2044,5,"No","No",0,"0.0375","Low","36792"
1707,"Research Scientist","Research & Development",24,4401,5,"No","No",0,"0.5041666666666667","Low","79218"
1009,"Manufacturing Director","Research & Development",24,4377,4,"No","No",0,"0.5010416666666667","Low","78786"
1662,"Manufacturing Director","Research & Development",36,4374,3,"No","No",0,"0.5","Low","78732"
2051,"Research Scientist","Research & Development",40,2001,5,"No","No",0,"0.022916666666666665","Low","36018"
53,"Laboratory Technician","Research & Development",35,1951,1,"No","No",0,"0.021875","Low","35118"
1156,"Laboratory Technician","Research & Development",18,1904,0,"Yes","No",0,"0.020833333333333332","Low","34272"
308,"Manufacturing Director","Research & Development",31,4345,5,"No","No",0,"0.4979166666666667","Low","78210"
1976,"Research Scientist","Research & Development",42,4332,20,"No","No",0,"0.49583333333333335","Low","77976"
1240,"Sales Executive","Sales",25,4950,4,"No","No",0,"0.34831460674157305","Low","89100"
1137,"Sales Executive","Sales",35,4968,5,"No","No",0,"0.35280898876404493","Low","89424"
208,"Manufacturing Director","Research & Development",29,4319,10,"No","No",0,"0.49270833333333336","Low","77742"
611,"Manufacturing Director","Research & Development",29,4262,3,"No","No",0,"0.484375","Low","76716"
791,"Research Scientist","Research & Development",52,4258,4,"No","No",0,"0.48333333333333334","Low","76644"
1371,"Sales Executive","Sales",27,5071,6,"No","No",0,"0.36629213483146067","Low","91278"
577,"Laboratory Technician","Research & Development",35,4230,5,"No","No",0,"0.478125","Low","76140"
1368,"Laboratory Technician","Research & Development",18,1611,0,"No","No",0,"0.016666666666666666","Low","28998"
1630,"Healthcare Representative","Research & Development",35,4148,14,"No","No",0,"0.46770833333333334","Low","74664"
659,"Healthcare Representative","Research & Development",42,4089,10,"No","No",0,"0.46458333333333335","Low","73602"
57,"Laboratory Technician","Research & Development",30,4011,12,"No","No",0,"0.45","Low","72198"
1449,"Laboratory Technician","Research & Development",40,3975,8,"No","No",0,"0.4427083333333333","Low","71550"
1860,"Laboratory Technician","Research & Development",42,3968,0,"No","No",0,"0.44166666666666665","Low","71424"
405,"Laboratory Technician","Research & Development",18,1420,0,"Yes","No",0,"0.011458333333333333","Low","25560"
704,"Laboratory Technician","Research & Development",35,1281,1,"No","No",0,"0.008333333333333333","Low","23058"
806,"Laboratory Technician","Research & Development",30,3833,2,"No","No",0,"0.42604166666666665","Low","68994"
1852,"Laboratory Technician","Research & Development",29,3812,11,"No","No",0,"0.42291666666666666","Low","68616"
602,"Laboratory Technician","Research & Development",39,3755,8,"No","No",0,"0.4166666666666667","Low","67590"
1782,"Laboratory Technician","Research & Development",38,3702,5,"No","No",0,"0.41041666666666665","Low","66636"
407,"Laboratory Technician","Research & Development",36,3688,1,"No","No",0,"0.40520833333333334","Low","66384"
1097,"Research Scientist","Research & Development",28,3660,8,"No","No",0,"0.4010416666666667","Low","65880"
1670,"Sales Executive","Sales",33,5505,6,"No","No",0,"0.4651685393258427","Low","99090"
2007,"Research Scientist","Research & Development",22,3375,3,"No","No",0,"0.359375","Low","60750"
395,"Research Scientist","Research & Development",28,3310,5,"No","No",0,"0.353125","Low","59580"
30,"Research Scientist","Research & Development",21,1232,0,"No","No",0,"0.005208333333333333","Low","22176"
1270,"Research Scientist","Research & Development",23,1223,1,"No","No",0,"0.004166666666666667","Low","22014"
379,"Research Scientist","Research & Development",21,3230,3,"No","No",0,"0.3458333333333333","Low","58140"
1471,"Laboratory Technician","Research & Development",44,3162,5,"No","No",0,"0.3333333333333333","Low","56916"
456,"Sales Executive","Sales",30,6118,10,"No","No",0,"0.5235955056179775","Low","110124"
1623,"Research Scientist","Research & Development",21,3117,2,"No","No",0,"0.328125","Low","56106"
1627,"Laboratory Technician","Research & Development",39,3069,10,"No","No",0,"0.32395833333333335","Low","55242"
231,"Research Scientist","Research & Development",32,3038,5,"No","No",0,"0.31666666666666665","Low","54684"
1115,"Research Scientist","Research & Development",34,2979,0,"No","No",0,"0.309375","Low","53622"
1304,"Sales Executive","Sales",32,6209,10,"No","No",0,"0.5438202247191011","Low","111762"
2052,"Research Scientist","Research & Development",35,2977,4,"No","No",0,"0.30833333333333335","Low","53586"
786,"Sales Executive","Sales",34,6274,6,"No","No",0,"0.5573033707865168","Low","112932"
868,"Sales Executive","Sales",37,6334,1,"No","No",0,"0.5595505617977528","Low","114012"
1040,"Sales Executive","Sales",50,6347,18,"No","No",0,"0.5617977528089888","Low","114246"
143,"Research Scientist","Research & Development",25,2889,2,"No","No",0,"0.2875","Low","52002"
1060,"Research Scientist","Research & Development",38,2821,2,"No","No",0,"0.27395833333333336","Low","50778"
378,"Sales Executive","Sales",37,6502,5,"No","No",0,"0.5797752808988764","Low","117036"
2048,"Research Scientist","Research & Development",40,2809,2,"No","No",0,"0.2677083333333333","Low","50562"
1179,"Sales Executive","Sales",30,6578,10,"No","No",0,"0.5887640449438202","Low","118404"
1999,"Research Scientist","Research & Development",41,2782,5,"No","No",0,"0.2625","Low","50076"
734,"Manager","Human Resources",41,19189,22,"No","No",0,"0.9516129032258065","Low","345402"
479,"Sales Executive","Sales",36,6653,1,"No","No",0,"0.6022471910112359","Low","119754"
1744,"Human Resources","Human Resources",45,9756,5,"No","No",0,"0.7741935483870968","Low","175608"
1221,"Laboratory Technician","Research & Development",36,2741,7,"No","No",0,"0.25","Low","49338"
754,"Sales Executive","Sales",43,6804,2,"No","No",0,"0.6202247191011236","Low","122472"
1563,"Human Resources","Human Resources",38,6077,6,"No","No",0,"0.6451612903225806","Low","109386"
349,"Sales Executive","Sales",29,6931,3,"No","No",0,"0.6382022471910113","Low","124758"
677,"Sales Executive","Sales",33,7104,5,"No","No",0,"0.647191011235955","Low","127872"
824,"Research Scientist","Research & Development",29,2700,10,"No","No",0,"0.23854166666666668","Low","48600"
11,"Laboratory Technician","Research & Development",30,2693,1,"No","No",0,"0.234375","Low","48474"
152,"Sales Executive","Sales",37,7428,5,"No","No",0,"0.6629213483146067","Low","133704"
438,"Sales Executive","Sales",31,7547,7,"No","No",0,"0.6696629213483146","Low","135846"
1982,"Laboratory Technician","Research & Development",23,2647,5,"No","No",0,"0.22083333333333333","Low","47646"
1382,"Research Scientist","Research & Development",38,2610,4,"No","No",0,"0.2125","Low","46980"
2061,"Laboratory Technician","Research & Development",36,2571,5,"No","No",0,"0.203125","Low","46278"
838,"Research Scientist","Research & Development",34,2553,5,"No","No",0,"0.19479166666666667","Low","45954"
501,"Research Scientist","Research & Development",36,2543,2,"No","No",0,"0.190625","Low","45774"
1162,"Research Scientist","Research & Development",27,2539,4,"No","No",0,"0.18958333333333333","Low","45702"
169,"Laboratory Technician","Research & Development",22,2523,2,"No","No",0,"0.1875","Low","45414"
958,"Laboratory Technician","Research & Development",36,2519,11,"No","No",0,"0.18645833333333334","Low","45342"
826,"Research Scientist","Research & Development",35,2506,2,"No","No",0,"0.18125","Low","45108"
1497,"Sales Executive","Sales",29,8620,10,"No","No",0,"0.7370786516853932","Low","155160"
1045,"Manager","Sales",45,17650,9,"No","No",0,"0.9685393258426966","Low","317700"
56,"Sales Executive","Sales",27,8726,9,"No","No",0,"0.7460674157303371","Low","157068"
314,"Sales Executive","Sales",35,8789,10,"No","No",0,"0.750561797752809","Low","158202"
242,"Research Scientist","Research & Development",33,2500,3,"No","No",0,"0.178125","Low","45000"
39,"Laboratory Technician","Research & Development",33,2496,1,"No","No",0,"0.17708333333333334","Low","44928"
558,"Manager","Sales",40,18041,20,"No","No",0,"0.9730337078651685","Low","324738"
977,"Research Scientist","Research & Development",58,2479,1,"Yes","No",0,"0.17604166666666668","Low","44622"
430,"Laboratory Technician","Research & Development",43,2455,8,"No","No",0,"0.17083333333333334","Low","44190"
174,"Sales Executive","Sales",50,9208,2,"No","No",0,"0.7730337078651686","Low","165744"
769,"Laboratory Technician","Research & Development",53,2450,2,"No","No",0,"0.165625","Low","44100"
1185,"Laboratory Technician","Research & Development",35,2376,2,"No","No",0,"0.13958333333333334","Low","42768"
1474,"Research Scientist","Research & Development",40,2345,3,"No","No",0,"0.12604166666666666","Low","42210"
118,"Sales Executive","Sales",46,9619,9,"Yes","No",0,"0.7955056179775281","Low","173142"
346,"Research Scientist","Research & Development",29,2340,6,"No","No",0,"0.12083333333333333","Low","42120"
217,"Research Scientist","Research & Development",22,2323,2,"No","No",0,"0.115625","Low","41814"
882,"Laboratory Technician","Research & Development",32,2314,3,"No","No",0,"0.11145833333333334","Low","41652"
1718,"Laboratory Technician","Research & Development",26,2305,3,"No","No",0,"0.10729166666666666","Low","41490"
1677,"Manager","Research & Development",49,15379,8,"No","No",0,"0.90625","Low","276822"
1644,"Manager","Research & Development",48,15202,2,"No","No",0,"0.9052083333333333","Low","273636"
730,"Research Director","Research & Development",53,14814,5,"No","No",0,"0.9041666666666667","Low","266652"
1900,"Manager","Research & Development",48,17174,22,"No","No",0,"0.9354166666666667","Low","309132"
1250,"Research Director","Research & Development",54,17779,10,"No","No",0,"0.9447916666666667","Low","320022"
817,"Research Director","Research & Development",33,11691,13,"No","No",0,"0.85","Low","210438"
1516,"Manager","Research & Development",32,11244,5,"No","No",0,"0.8447916666666667","Low","202392"
1979,"Research Director","Research & Development",31,11031,11,"No","No",0,"0.8416666666666667","Low","198558"
1201,"Manager","Research & Development",53,18606,7,"No","No",0,"0.9552083333333333","Low","334908"
1697,"Healthcare Representative","Research & Development",60,10883,1,"No","No",0,"0.834375","Low","195894"
845,"Manufacturing Director","Research & Development",35,10221,8,"No","No",0,"0.8072916666666666","Low","183978"
1572,"Manufacturing Director","Research & Development",53,10169,33,"Yes","No",0,"0.8052083333333333","Low","183042"
634,"Healthcare Representative","Research & Development",38,9824,1,"No","No",0,"0.7927083333333333","Low","176832"
